Fac_id
136
346
550
1073
1744
8547
7427
7416
7411
5998
5973
5814
4477
4242
3968
3721
3704
3585
3417
3029
2946
2912
2825
2418
2083
8582
10094
9755
9217
9053
98159
97081
96587
95212
94930
94872
90957
89248
85943
83102
74424
73022
68118
68042
63180
61962
61722
59618
58622
56940
54402
53729
52517
51620
50098
47781
47771
46268
45746
45471
43436
43201
20203
19390
19167
18931
18455
18294
17956
17953
11435
11119
11034
22911
22607
22364
21887
21598
20604
20543
107653
106810
105277
105903
104017
101977
101656
107654
42775
42676
42630
40483
40034
38872
38440
37603
12185
12155
11887
11716
11640
140499
139796
139010
138568
137520
137508
137471
133996
133987
133813
132192
132191
132071
132068
131850
131732
131249
131003
130211
129816
129810
129497
128243
127299
126498
125579
125015
124838
124808
124723
124619
123774
122666
121737
119907
119596
119104
118406
117785
117290
117227
117140
115663
115563
115536
115394
115389
115315
115314
115277
115241
115172
115130
115041
114997
114801
114264
113160
112853
111415
107656
107655
35302
36909
25638
25058
23752
23196
17623
17344
16978
16737
16660
16642
16639
16338
15544
15504
15164
14944
14926
14871
14736
14502
14495
14049
12428
12372
800436
800431
800420
800419
800417
800416
800409
800408
800393
800373
800372
800371
800363
800362
800344
800343
800338
800335
800330
800325
800264
800240
800210
800205
800196
800193
800189
800183
800182
800181
800170
800168
800150
800149
800129
800128
800127
800113
800110
800094
800089
800088
800080
800075
800074
800067
800066
800038
800037
800030
800026
800016
800003
175154
175124
174655
174591
174544
174406
174371
173904
173392
173290
172077
172005
171960
171109
171107
169754
169678
168088
167432
167066
166073
165192
164204
161300
160888
160437
158950
157363
157359
156741
156722
155877
155474
155221
153992
153199
153033
152857
152707
152501
152054
151899
151798
151601
151594
151532
151415
151394
151178
149491
148925
148897
148896
148340
148236
146536
144455
143741
143740
143739
143738
142536
142267
141585
141555
141295
175191
109914
176708
145836
178639
179137
150201
179957
180410
180367
126536
1634
62548
176952
176934
180908
181505
181510
181667
182049
182050
182051
182561
182563
182970
183564
183415
183108
184301
184288
183832
185101
184958
185600
184849
185145
185146
185574
185575
185601
185801
185352
